vehicle_type,vehicle_make,vehicle_model,vehicle_year,vehicle_age,vehicle_condition,vehicle_price,engine_type,age,gender,occupation,region,driving_experience,claims_history,policy_tenure,policy_type,claim_id,claim_date,claim_amount,claim_reason,damage_type,reported_delay,police_report,repair_estimate,actual_repair_cost,submission_channel,payment_channel,customer_contacted,agent_id,agent_city,fraud_reported,net_premium
Van,Ford,F-150,2012,13,Used,25093.59,Electric,37,Female,Engineer,Central,47,4,45,Comprehensive,C107478,2019-01-27 19:38:08,3760.72,Theft,Major,2,0,3501.97,2988.15,In-Person,Bank Transfer,0,A202,Central,0,1111.55
Sedan,Mercedes,E-Class,2007,18,Used,14531.47,Electric,41,Male,Unemployed,East,22,0,22,Third-party,C107479,2023-11-23 03:26:38,6543.08,Theft,Total Loss,3,1,2862.31,8671.76,In-Person,Bank Transfer,0,A838,North,0,971.26
Truck,Honda,Civic,2013,12,Used,23341.78,Electric,59,Female,Lawyer,West,28,3,27,Collision,C107480,2019-10-07 12:08:59,5789.44,Accident,Total Loss,6,1,6022.43,3035.66,Phone,Cash,1,A376,South,0,1297.06
Coupe,Honda,CR-V,2010,15,Used,9675.5,Diesel,53,Female,Driver,South,40,1,36,Third-party,C107481,2020-04-30 03:55:46,6181.97,Accident,Minor,5,0,6661.42,2732.25,Phone,Check,1,A923,East,0,595.65
Sedan,Ford,F-150,2005,20,Used,15892.77,Diesel,55,Male,Engineer,North,3,3,1,Comprehensive,C107482,2022-10-12 15:22:14,1863.3,Theft,Minor,1,1,5231.34,2199.42,Online,Bank Transfer,1,A341,North,0,965.17
SUV,Ford,F-150,2000,25,Used,10692.29,Electric,29,Male,Engineer,Central,39,1,35,Collision,C107483,2018-07-01 07:17:14,2290.7,Fire,Major,3,0,2386.08,4499.29,Phone,Check,0,A668,West,0,940.74
Coupe,Toyota,RAV4,2001,24,Used,13975.67,Diesel,20,Male,Unemployed,South,55,2,54,Collision,C107484,2020-01-13 03:27:15,4637.6,Theft,Major,1,0,871.05,1518.25,Phone,Bank Transfer,1,A542,North,0,1270.98
Coupe,Mercedes,E-Class,2012,13,Used,10469.02,Hybrid,45,Male,Driver,South,39,2,36,Collision,C107485,2018-08-04 13:52:39,4825.26,Fire,Minor,2,0,4498.8,4190.89,Phone,Check,1,A976,South,0,1075.14
Van,Toyota,RAV4,2000,25,New,25567.23,Hybrid,29,Male,Unemployed,Central,23,1,21,Third-party,C107486,2018-03-07 04:31:36,7203.56,Theft,Major,4,1,7274.66,1479.33,In-Person,Cash,1,A490,North,0,1854.19
Truck,Hyundai,Elantra,2003,22,Used,34299.37,Electric,72,Female,Engineer,South,5,3,5,Collision,C107487,2023-08-17 07:04:21,7095.81,Vandalism,Minor,1,0,1868.7,3056.31,Phone,Check,1,A300,Central,0,2668.5
SUV,Honda,Accord,2022,3,Used,27810.4,Petrol,33,Female,Doctor,North,39,4,35,Comprehensive,C107488,2022-12-20 16:06:43,7752.88,Vandalism,Major,2,1,1400.79,6866.42,Online,Check,0,A249,East,0,1718.24
Coupe,Ford,Escape,2001,24,Used,25993.18,Hybrid,61,Female,Driver,West,5,0,2,Collision,C107489,2021-06-17 10:00:45,9230.58,Vandalism,Minor,5,1,3611.2,5100.31,In-Person,Cash,1,A919,South,0,2194.88
Convertible,Honda,Civic,2020,5,New,17310.5,Petrol,32,Female,Engineer,North,13,3,12,Comprehensive,C107490,2020-11-19 22:07:09,8698.39,Theft,Minor,2,0,2740.44,5044.58,Phone,Cash,1,A856,North,0,828.25
Convertible,Honda,CR-V,2019,6,Used,21537.46,Diesel,71,Female,Lawyer,North,13,3,12,Third-party,C107491,2021-11-12 08:41:38,6891.34,Fire,Major,0,0,4938.84,1327.31,In-Person,Bank Transfer,0,A253,North,0,1838.38
SUV,BMW,3 Series,2015,10,Damaged,11422.1,Diesel,72,Male,Unemployed,West,49,1,49,Comprehensive,C107492,2022-01-10 05:33:51,4060.47,Theft,Minor,2,0,3932.39,4945.67,Online,Cash,1,A584,West,0,662.19
Truck,Hyundai,Sonata,2002,23,Used,9606.57,Hybrid,48,Female,Doctor,South,44,1,44,Third-party,C107493,2021-09-22 13:54:17,3654.95,Accident,Major,11,0,4488.21,500.0,Online,Check,0,A925,East,0,728.98
Truck,BMW,X3,2016,9,Used,8376.9,Hybrid,70,Female,Unemployed,Central,46,1,42,Third-party,C107494,2018-10-07 18:57:06,1586.09,Theft,Minor,1,0,500.0,4697.06,Phone,Bank Transfer,1,A109,South,0,761.26
Van,Honda,Accord,2004,21,Used,10238.9,Diesel,38,Female,Teacher,Central,34,3,34,Third-party,C107495,2021-11-01 17:46:31,5073.83,Accident,Minor,2,0,2818.37,2321.41,In-Person,Cash,1,A280,North,0,853.94
SUV,Ford,F-150,2007,18,Used,25497.41,Diesel,35,Male,Lawyer,East,5,1,5,Comprehensive,C107496,2022-03-26 06:40:59,6357.29,Fire,Major,4,1,4677.9,500.0,In-Person,Check,1,A531,South,0,1834.24
Convertible,Honda,Civic,2011,14,New,26374.13,Petrol,65,Female,Teacher,North,22,3,21,Third-party,C107497,2018-08-03 03:39:35,5850.49,Accident,Major,3,1,6944.21,1726.34,In-Person,Check,0,A611,North,0,2245.9
SUV,Hyundai,Elantra,2022,3,Used,12787.77,Hybrid,23,Female,Teacher,West,19,1,19,Comprehensive,C107498,2021-07-27 02:09:12,1103.62,Vandalism,Major,4,1,1839.33,500.0,Online,Check,1,A237,Central,0,867.65
Sedan,BMW,3 Series,2011,14,Used,22348.72,Electric,34,Female,Engineer,Central,16,1,15,Collision,C107499,2023-04-14 02:04:16,2035.27,Fire,Minor,4,1,5073.77,3201.96,Phone,Bank Transfer,1,A969,North,0,1504.39
Truck,Ford,Focus,2000,25,Used,29135.65,Electric,40,Female,Doctor,West,19,2,17,Collision,C107500,2018-08-25 19:55:12,3797.78,Theft,Minor,2,1,6321.82,3871.76,In-Person,Cash,1,A745,West,0,1818.43
Coupe,Honda,CR-V,2000,25,Used,18784.72,Diesel,52,Female,Unemployed,Central,47,0,46,Comprehensive,C107501,2021-06-28 00:37:07,1992.65,Theft,Minor,2,1,5741.58,4873.56,In-Person,Check,1,A629,East,0,922.49
Sedan,Mercedes,GLA,2014,11,Used,14053.12,Electric,35,Female,Engineer,West,5,3,5,Collision,C107502,2022-11-10 16:50:14,2374.52,Accident,Minor,3,1,3740.95,500.0,In-Person,Cash,1,A646,South,0,994.0
Convertible,Hyundai,Sonata,2016,9,Used,16667.36,Diesel,28,Male,Lawyer,North,39,2,38,Comprehensive,C107503,2022-10-24 06:53:07,4620.74,Vandalism,Major,5,1,5482.72,4462.67,In-Person,Bank Transfer,1,A837,North,0,891.98
Truck,Hyundai,Tucson,2001,24,Used,31447.03,Electric,40,Male,Unemployed,East,27,2,26,Collision,C107504,2023-10-08 21:37:47,3597.48,Vandalism,Major,3,1,5833.0,535.26,In-Person,Bank Transfer,0,A423,North,0,2385.35
Convertible,Mercedes,C-Class,2016,9,New,19443.68,Diesel,74,Male,Teacher,East,12,2,11,Comprehensive,C107505,2023-08-14 12:26:05,1848.91,Fire,Total Loss,0,0,4860.41,2765.34,In-Person,Check,1,A904,North,0,1447.02
Convertible,Honda,Accord,2019,6,Used,37085.78,Diesel,34,Female,Engineer,North,28,0,25,Comprehensive,C107506,2019-01-07 13:55:07,2599.14,Theft,Total Loss,1,0,5717.57,500.0,In-Person,Cash,1,A598,Central,0,2513.91
Convertible,Hyundai,Sonata,2008,17,New,14659.46,Electric,23,Male,Lawyer,South,44,1,42,Comprehensive,C107507,2019-10-22 15:43:55,4115.51,Theft,Total Loss,4,1,7758.75,2972.84,In-Person,Cash,1,A407,North,0,905.72
Van,Ford,Focus,2011,14,Used,15950.89,Hybrid,41,Male,Lawyer,South,19,1,16,Third-party,C107508,2019-04-17 05:46:01,9959.89,Accident,Minor,0,0,3290.25,4737.91,Phone,Bank Transfer,1,A356,South,0,1047.84
Convertible,Honda,CR-V,2003,22,Used,8757.31,Diesel,67,Female,Unemployed,West,16,3,14,Third-party,C107509,2018-07-24 03:28:47,4629.5,Vandalism,Minor,2,0,5500.96,6429.18,Online,Check,1,A675,Central,0,642.81
Convertible,Honda,Civic,2012,13,Used,28579.11,Electric,54,Male,Teacher,North,52,0,49,Collision,C107510,2020-02-02 19:10:30,3753.71,Vandalism,Minor,6,1,4915.99,6098.12,Online,Cash,1,A979,South,0,1254.9
Sedan,BMW,3 Series,2003,22,Damaged,20753.88,Hybrid,33,Male,Unemployed,North,54,2,54,Comprehensive,C107511,2023-03-17 02:40:51,2089.12,Accident,Minor,2,0,3526.57,4321.78,Phone,Cash,1,A681,West,1,1029.42
Sedan,Hyundai,Elantra,2006,19,Used,12798.24,Petrol,46,Female,Unemployed,West,53,2,52,Collision,C107512,2023-11-29 11:17:14,4594.3,Theft,Minor,4,1,3443.47,8553.69,In-Person,Bank Transfer,0,A148,Central,0,959.94
Sedan,Hyundai,Sonata,2013,12,New,17130.99,Diesel,46,Female,Unemployed,West,34,0,31,Third-party,C107513,2020-08-11 20:26:01,4545.94,Accident,Major,2,1,7424.02,7457.04,Phone,Bank Transfer,1,A507,Central,0,1025.01
Truck,Mercedes,GLA,2008,17,Used,23883.67,Diesel,69,Male,Engineer,Central,44,0,43,Collision,C107514,2019-06-07 10:25:42,6282.41,Vandalism,Major,3,0,5248.74,4256.0,Online,Cash,1,A201,East,0,1812.13
Van,BMW,X5,2022,3,Used,13385.45,Petrol,59,Male,Doctor,East,38,1,34,Third-party,C107515,2018-01-13 17:58:33,6367.21,Accident,Minor,3,0,4275.85,3718.68,Phone,Check,1,A807,North,0,1151.95
Truck,BMW,X5,2000,25,Used,22738.14,Diesel,45,Female,Lawyer,Central,51,0,51,Third-party,C107516,2022-03-08 23:01:57,3194.53,Theft,Minor,2,1,2938.06,5765.94,Online,Bank Transfer,1,A267,North,0,1482.55
Van,Hyundai,Elantra,2000,25,Damaged,27195.77,Petrol,33,Female,Engineer,West,36,4,35,Third-party,C107517,2020-09-09 22:57:21,6919.11,Fire,Minor,2,0,6708.02,2186.62,Phone,Check,1,A161,East,0,1733.66
Van,Honda,Civic,2019,6,Used,16531.62,Electric,20,Male,Unemployed,West,42,3,41,Third-party,C107518,2021-05-21 13:52:27,5837.49,Vandalism,Minor,3,1,500.0,500.0,Phone,Bank Transfer,1,A320,South,0,1152.72
SUV,BMW,X5,2003,22,Used,5107.66,Petrol,59,Male,Doctor,West,22,0,20,Comprehensive,C107519,2020-02-01 13:01:59,4391.51,Theft,Major,5,1,4321.98,5617.34,Online,Bank Transfer,0,A933,North,0,634.77
Coupe,Mercedes,GLA,2000,25,Used,17836.51,Hybrid,41,Female,Teacher,Central,17,5,17,Collision,C107520,2018-12-17 12:52:55,4156.8,Vandalism,Major,1,0,2709.29,8591.04,Phone,Cash,0,A360,West,0,1092.99
SUV,BMW,3 Series,2021,4,Used,15969.22,Electric,35,Male,Unemployed,East,35,4,31,Collision,C107521,2018-06-28 23:10:52,7339.92,Fire,Minor,2,1,3641.32,4833.23,Phone,Cash,1,A587,North,1,1410.1
SUV,Mercedes,C-Class,2009,16,Used,10036.96,Petrol,65,Female,Doctor,West,19,0,16,Collision,C107522,2019-07-24 22:13:23,9161.08,Accident,Major,3,1,500.0,5139.67,Online,Cash,1,A959,East,0,607.85
Van,BMW,X3,2001,24,Used,24694.15,Hybrid,34,Male,Teacher,South,53,1,53,Comprehensive,C107523,2020-08-18 18:40:20,6486.6,Fire,Minor,2,1,5872.85,5243.99,In-Person,Bank Transfer,1,A744,West,0,1226.29
Van,Mercedes,GLA,2020,5,Used,25005.3,Petrol,66,Female,Unemployed,East,6,1,4,Third-party,C107524,2022-05-05 14:50:26,7015.23,Accident,Minor,2,0,6360.42,2138.64,In-Person,Cash,1,A198,East,0,1907.1
Truck,BMW,X5,2014,11,Used,21745.65,Hybrid,27,Female,Lawyer,South,35,3,34,Collision,C107525,2023-06-11 15:03:23,5345.42,Vandalism,Minor,5,0,3545.34,8278.16,In-Person,Check,1,A560,Central,0,1995.91
Van,BMW,X3,2002,23,Used,16532.12,Petrol,54,Female,Driver,South,41,1,40,Comprehensive,C107526,2018-10-29 07:29:49,4274.17,Theft,Minor,2,1,2797.54,4636.88,Phone,Cash,0,A862,Central,0,1262.45
Convertible,Ford,F-150,2022,3,Used,21080.97,Diesel,42,Male,Driver,East,0,2,0,Third-party,C107527,2019-06-19 12:44:59,4592.08,Theft,Minor,3,1,500.0,3215.36,Phone,Check,0,A442,North,0,1423.77
Convertible,Mercedes,C-Class,2008,17,Used,14799.27,Hybrid,53,Male,Lawyer,South,48,1,47,Third-party,C107528,2023-07-21 10:49:40,4467.14,Theft,Total Loss,3,0,3477.35,3948.58,In-Person,Cash,1,A366,West,0,1137.98
Van,Mercedes,E-Class,2016,9,Damaged,25478.02,Diesel,64,Male,Doctor,North,36,2,34,Third-party,C107529,2022-06-06 13:57:29,1.32,Theft,Major,0,1,5376.55,4977.68,Online,Cash,1,A469,South,0,1158.44
Convertible,Mercedes,C-Class,2020,5,Used,16499.31,Diesel,65,Female,Driver,Central,48,5,46,Collision,C107530,2023-06-24 02:06:57,4464.58,Fire,Minor,1,1,4824.21,6087.86,Online,Bank Transfer,1,A468,West,0,1572.47
Van,Toyota,RAV4,2012,13,New,17983.22,Hybrid,40,Male,Unemployed,West,34,2,31,Third-party,C107531,2019-04-03 20:01:37,4541.36,Accident,Major,3,1,5567.92,5493.42,Online,Check,1,A673,North,0,1188.59
SUV,BMW,X5,2002,23,New,18649.57,Diesel,67,Female,Teacher,North,40,1,37,Collision,C107532,2021-12-22 01:58:04,6104.65,Vandalism,Minor,7,0,6526.33,579.82,Phone,Cash,1,A670,East,0,1749.95
Van,Mercedes,GLA,2003,22,Used,46137.76,Electric,36,Male,Lawyer,West,2,1,0,Third-party,C107533,2023-03-30 09:21:24,2867.97,Accident,Major,2,1,2883.17,4438.91,In-Person,Cash,1,A929,North,0,3523.04
SUV,Hyundai,Tucson,2003,22,New,11842.69,Petrol,27,Male,Engineer,West,34,3,34,Third-party,C107534,2020-01-27 23:34:26,7531.12,Vandalism,Minor,5,1,3587.64,3530.1,In-Person,Cash,1,A363,South,0,1164.05
Sedan,Toyota,RAV4,2010,15,Used,16236.5,Hybrid,28,Male,Driver,North,28,3,28,Collision,C107535,2022-06-05 01:21:45,9106.16,Fire,Minor,4,1,1345.56,1052.92,In-Person,Check,1,A452,West,0,1280.48
Convertible,Ford,Focus,2006,19,New,7182.73,Electric,58,Male,Doctor,West,8,0,4,Collision,C107536,2021-01-03 15:05:58,3387.94,Fire,Minor,3,1,5289.44,3155.0,In-Person,Bank Transfer,1,A120,North,0,654.71
Sedan,Mercedes,E-Class,2010,15,Used,22033.51,Hybrid,22,Female,Lawyer,East,36,3,34,Third-party,C107537,2023-03-30 08:34:19,8155.14,Fire,Minor,4,1,3521.87,3611.28,In-Person,Bank Transfer,0,A521,South,0,1956.44
Convertible,Mercedes,E-Class,2010,15,Used,33849.2,Petrol,23,Female,Unemployed,Central,55,2,55,Collision,C107538,2018-03-13 00:26:33,2022.98,Theft,Major,1,0,7072.97,6098.83,Phone,Check,1,A224,Central,0,3002.26
Coupe,Toyota,Camry,2009,16,Used,18167.43,Hybrid,20,Female,Driver,West,41,1,41,Collision,C107539,2018-01-02 22:11:15,5755.04,Theft,Minor,1,1,4543.42,2251.25,Online,Bank Transfer,1,A459,South,0,1416.13
Coupe,BMW,X3,2004,21,Used,14862.13,Petrol,62,Male,Driver,Central,46,2,43,Collision,C107540,2022-04-28 01:15:49,5680.57,Vandalism,Minor,3,0,7959.07,1319.8,Phone,Cash,1,A988,East,1,1070.97
Coupe,Hyundai,Tucson,2012,13,Used,19513.65,Electric,55,Female,Lawyer,South,24,2,20,Comprehensive,C107541,2020-02-14 03:11:17,4821.3,Fire,Minor,0,0,2534.3,3452.76,In-Person,Check,1,A795,South,0,1490.6
Sedan,Ford,Focus,2011,14,Used,28277.73,Hybrid,28,Male,Engineer,West,11,2,7,Comprehensive,C107542,2023-12-05 12:50:39,2231.41,Theft,Major,5,0,5369.16,1521.15,Online,Bank Transfer,1,A720,East,0,1673.0
Coupe,Mercedes,C-Class,2009,16,New,31051.65,Petrol,65,Male,Lawyer,South,37,1,34,Comprehensive,C107543,2020-11-12 11:31:12,6087.45,Accident,Minor,1,0,5074.34,4147.38,Phone,Bank Transfer,0,A303,North,0,1946.31
Van,BMW,X5,2006,19,Used,11623.25,Diesel,60,Female,Engineer,Central,6,2,5,Comprehensive,C107544,2018-03-08 05:30:13,4644.51,Theft,Minor,4,0,3925.51,1148.98,Online,Check,1,A690,East,0,794.86
Coupe,Hyundai,Sonata,2018,7,Used,25265.38,Diesel,59,Female,Lawyer,North,6,1,6,Third-party,C107545,2018-11-02 12:14:34,6913.53,Accident,Major,5,0,1413.55,3779.15,In-Person,Cash,0,A689,North,0,1587.41
Sedan,Hyundai,Tucson,2018,7,Used,19187.01,Electric,65,Female,Teacher,Central,54,2,52,Comprehensive,C107546,2020-09-06 17:56:09,2280.0,Vandalism,Minor,5,1,3052.85,500.0,Online,Cash,1,A765,South,0,1539.51
Convertible,Ford,F-150,2018,7,Damaged,31540.1,Electric,41,Female,Teacher,East,3,0,0,Collision,C107547,2022-07-15 21:35:30,463.33,Accident,Minor,1,1,2298.13,2765.38,Online,Cash,1,A764,North,0,1538.81
Truck,Honda,CR-V,2011,14,New,38361.69,Electric,63,Male,Lawyer,East,44,1,42,Comprehensive,C107548,2021-12-20 03:52:22,0.0,Fire,Major,3,1,500.0,3499.54,Online,Cash,1,A651,Central,0,3110.47
Convertible,Hyundai,Tucson,2019,6,Used,34564.67,Diesel,65,Female,Unemployed,Central,46,3,45,Comprehensive,C107549,2018-10-04 12:04:07,3998.01,Fire,Total Loss,3,1,5225.24,500.0,Phone,Bank Transfer,1,A278,South,0,2689.36
Truck,Honda,Accord,2021,4,New,12110.03,Petrol,43,Male,Engineer,Central,30,4,30,Third-party,C107550,2022-02-20 15:14:53,4134.64,Fire,Major,1,1,2902.71,3628.31,In-Person,Check,1,A899,Central,0,760.64
Van,Hyundai,Sonata,2014,11,Used,13268.02,Electric,66,Male,Unemployed,South,49,1,48,Collision,C107551,2019-09-29 07:47:31,4225.93,Fire,Minor,1,1,5302.57,5312.62,Phone,Check,0,A391,North,0,774.69
Convertible,Ford,Escape,2004,21,Used,33555.45,Petrol,43,Male,Driver,South,49,0,47,Comprehensive,C107552,2020-11-19 14:43:41,1066.94,Accident,Minor,0,0,3973.45,1663.67,Phone,Check,0,A463,East,0,2878.97
Sedan,Toyota,Camry,2013,12,Used,19168.32,Petrol,41,Male,Lawyer,West,38,0,34,Collision,C107553,2019-05-21 22:59:58,5458.98,Fire,Major,4,0,6340.88,6584.17,Online,Check,0,A432,East,0,1121.84
Van,Ford,Focus,2011,14,New,13844.57,Electric,57,Male,Unemployed,South,9,4,8,Third-party,C107554,2022-07-02 07:53:19,2510.34,Vandalism,Minor,5,0,2918.9,7758.87,Online,Cash,0,A789,South,0,872.43
Convertible,Ford,F-150,2020,5,Used,9098.55,Electric,72,Female,Unemployed,North,47,1,44,Comprehensive,C107555,2019-12-28 13:02:27,3730.33,Theft,Major,2,1,4265.27,4482.85,Phone,Bank Transfer,1,A622,Central,0,811.68
Van,Toyota,Corolla,2010,15,Used,21117.58,Diesel,21,Male,Driver,North,22,1,21,Collision,C107556,2019-05-08 03:32:05,4278.33,Vandalism,Major,5,1,1954.91,5852.47,Online,Bank Transfer,0,A599,North,0,1843.86
Truck,Toyota,Camry,2004,21,Used,16703.98,Electric,66,Female,Lawyer,South,25,2,22,Collision,C107557,2023-06-23 02:22:49,5497.89,Vandalism,Minor,2,0,2838.65,2281.05,In-Person,Check,1,A893,East,0,1210.26
Van,BMW,X5,2015,10,New,23122.65,Diesel,27,Female,Unemployed,Central,22,3,20,Collision,C107558,2019-08-13 23:38:02,4358.66,Vandalism,Minor,6,1,6359.84,871.64,Online,Check,1,A854,Central,0,1251.84
Sedan,Hyundai,Elantra,2017,8,New,21521.47,Diesel,51,Male,Doctor,Central,28,0,25,Third-party,C107559,2021-01-26 08:39:21,7220.03,Accident,Major,2,1,5281.69,6161.67,Online,Cash,1,A557,South,0,1277.89
Convertible,BMW,X3,2011,14,Used,10275.14,Petrol,61,Female,Engineer,North,7,1,6,Collision,C107560,2018-01-30 08:26:41,6402.18,Accident,Major,1,1,4758.5,3994.16,Online,Check,1,A180,East,0,757.99
Truck,Toyota,Camry,2004,21,Used,13459.97,Diesel,46,Female,Doctor,Central,18,0,15,Third-party,C107561,2021-08-31 01:51:04,3946.37,Vandalism,Minor,3,1,1751.39,5463.23,In-Person,Check,0,A490,West,0,858.52
Van,Honda,CR-V,2015,10,Used,27557.05,Petrol,43,Male,Unemployed,East,28,3,25,Comprehensive,C107562,2022-11-26 20:28:42,4550.97,Vandalism,Major,3,1,4682.8,4824.86,Phone,Bank Transfer,1,A728,South,0,1812.94
SUV,Honda,Civic,2011,14,Damaged,28261.8,Diesel,36,Female,Unemployed,Central,42,2,40,Collision,C107563,2019-08-30 07:00:55,5135.63,Fire,Minor,9,0,2244.06,4601.9,Phone,Cash,1,A393,South,0,1758.89
Truck,Ford,F-150,2022,3,Damaged,17028.53,Electric,38,Male,Doctor,North,52,4,52,Third-party,C107564,2023-10-04 02:46:55,5727.47,Fire,Minor,3,1,4244.55,5152.0,Phone,Check,1,A574,South,1,972.49
Truck,Mercedes,E-Class,2001,24,Used,21408.4,Hybrid,36,Female,Unemployed,West,5,2,5,Comprehensive,C107565,2022-03-06 22:50:10,5751.97,Theft,Minor,3,0,3727.52,3554.84,Online,Cash,0,A746,South,0,1201.35
Sedan,Ford,F-150,2005,20,New,11674.06,Petrol,57,Female,Unemployed,South,28,2,26,Comprehensive,C107566,2019-06-09 15:46:16,4565.47,Theft,Minor,3,1,6180.64,3333.67,Phone,Cash,0,A248,Central,0,1155.15
Sedan,Ford,F-150,2022,3,Used,19570.55,Electric,55,Female,Engineer,South,23,1,21,Third-party,C107567,2022-06-24 15:45:50,3934.59,Accident,Minor,1,1,5401.13,5107.59,In-Person,Bank Transfer,1,A989,Central,0,1677.68
Van,Mercedes,E-Class,2020,5,Used,28842.68,Petrol,36,Female,Lawyer,West,55,4,54,Third-party,C107568,2022-08-15 00:17:11,3344.77,Theft,Minor,2,1,5665.05,4315.0,In-Person,Bank Transfer,1,A271,North,0,1224.75
SUV,Hyundai,Tucson,2003,22,Used,33346.45,Diesel,35,Male,Engineer,East,9,1,6,Comprehensive,C107569,2021-11-07 04:00:02,2346.23,Theft,Total Loss,2,0,2677.02,1781.14,Online,Cash,1,A755,North,0,2168.14
Truck,Toyota,Camry,2012,13,New,18995.04,Petrol,31,Female,Engineer,East,50,1,46,Third-party,C107570,2021-03-28 23:04:00,1852.31,Fire,Major,0,1,6053.44,500.0,In-Person,Bank Transfer,1,A927,North,0,1787.5
Van,Honda,CR-V,2009,16,Used,17486.42,Hybrid,52,Female,Teacher,West,13,2,12,Comprehensive,C107571,2022-07-11 02:07:55,7134.25,Theft,Minor,2,0,3449.19,3482.74,Phone,Check,1,A445,South,0,1032.31
Coupe,Ford,Focus,2016,9,Used,8508.42,Electric,35,Male,Teacher,Central,51,1,49,Collision,C107572,2018-11-07 23:18:07,10017.04,Theft,Minor,5,1,5415.68,1415.42,Online,Bank Transfer,1,A531,North,0,722.44
SUV,Mercedes,E-Class,2013,12,Used,15212.23,Petrol,45,Male,Unemployed,North,5,2,3,Collision,C107573,2022-06-19 09:18:23,4603.83,Vandalism,Minor,3,0,3602.25,6165.04,Online,Bank Transfer,1,A746,South,0,1063.82
Van,BMW,X5,2014,11,Used,19452.12,Hybrid,36,Female,Driver,East,3,2,1,Third-party,C107574,2021-01-18 06:06:21,5987.57,Vandalism,Minor,2,1,4383.23,3637.34,Phone,Bank Transfer,1,A727,Central,0,1033.62
Truck,Ford,Focus,2007,18,Used,18604.94,Electric,42,Female,Engineer,East,51,3,47,Third-party,C107575,2021-10-08 13:23:26,6540.94,Vandalism,Major,1,0,2258.01,4985.56,In-Person,Check,1,A685,North,0,1011.59
Van,Honda,Accord,2022,3,Used,15460.06,Hybrid,32,Male,Doctor,West,14,2,10,Third-party,C107576,2021-12-07 11:34:53,8104.9,Vandalism,Minor,5,1,2301.25,1947.2,Online,Cash,0,A514,West,0,1406.36
Sedan,Toyota,Camry,2017,8,Used,29496.68,Petrol,65,Male,Doctor,West,36,3,36,Third-party,C107577,2023-04-20 22:54:49,1921.01,Vandalism,Major,2,1,1132.88,3115.2,Online,Bank Transfer,0,A969,West,0,1760.95
Sedan,Ford,Focus,2002,23,New,23312.1,Hybrid,66,Male,Teacher,East,47,1,46,Collision,C107578,2021-05-26 20:55:35,2135.33,Fire,Major,3,1,2352.4,6686.46,In-Person,Cash,1,A173,South,0,1713.64
Convertible,Ford,F-150,2016,9,New,18675.69,Diesel,20,Male,Unemployed,Central,38,2,36,Collision,C107579,2023-01-14 18:33:39,6467.47,Vandalism,Minor,3,1,4235.8,6228.19,Online,Bank Transfer,1,A181,South,0,1017.74
SUV,Hyundai,Sonata,2006,19,New,25469.34,Petrol,40,Female,Engineer,South,27,1,23,Comprehensive,C107580,2023-07-06 22:33:38,8964.66,Vandalism,Minor,1,1,2517.83,1937.05,Online,Check,0,A265,West,0,1591.24
Coupe,Mercedes,GLA,2012,13,Used,19791.96,Electric,67,Male,Lawyer,South,1,0,0,Comprehensive,C107581,2021-11-26 19:48:37,5875.62,Vandalism,Minor,3,1,3553.53,3305.9,Phone,Bank Transfer,1,A451,Central,0,1671.77
Truck,BMW,X5,2015,10,Used,32419.03,Diesel,62,Male,Unemployed,South,12,1,9,Collision,C107582,2022-07-23 06:34:18,6069.78,Vandalism,Minor,1,1,5542.27,582.55,Phone,Check,0,A333,South,0,1442.92
SUV,BMW,X3,2004,21,Used,13640.77,Petrol,29,Female,Teacher,South,1,0,0,Third-party,C107583,2021-11-25 10:35:34,2354.21,Theft,Minor,4,1,1596.28,8402.2,Online,Bank Transfer,1,A421,Central,0,1302.68
Sedan,Toyota,RAV4,2003,22,Used,22625.73,Diesel,49,Male,Teacher,East,40,2,40,Third-party,C107584,2022-03-02 13:58:30,2006.37,Fire,Minor,3,1,4166.51,500.0,Phone,Cash,1,A424,North,0,1903.48
Coupe,Honda,Civic,2009,16,Used,3000.0,Hybrid,68,Male,Unemployed,East,31,3,27,Collision,C107585,2022-01-16 09:27:13,7247.86,Theft,Minor,6,0,1896.39,8508.41,Online,Check,1,A768,East,0,509.62
Truck,Toyota,RAV4,2012,13,Used,16866.3,Electric,71,Female,Doctor,South,51,1,47,Collision,C107586,2019-07-04 11:07:29,3809.32,Vandalism,Major,0,1,5793.45,3299.54,Phone,Bank Transfer,1,A398,Central,0,1471.88
Convertible,Ford,F-150,2009,16,Used,21215.19,Diesel,45,Male,Unemployed,South,4,0,1,Third-party,C107587,2020-03-30 01:27:26,2833.68,Fire,Minor,4,1,6005.85,4055.3,Online,Bank Transfer,1,A827,South,0,1572.39
Sedan,Ford,Escape,2013,12,Used,17431.37,Hybrid,51,Male,Unemployed,Central,2,1,2,Comprehensive,C107588,2023-06-05 12:16:11,7388.57,Accident,Major,6,1,3926.35,6756.71,Phone,Check,0,A373,Central,0,1096.19
Sedan,BMW,3 Series,2021,4,Damaged,11158.23,Hybrid,18,Male,Lawyer,Central,1,2,0,Comprehensive,C107589,2022-05-01 14:06:52,3332.41,Vandalism,Minor,1,1,2448.06,7241.95,Online,Bank Transfer,0,A719,Central,0,1164.62
